# s_ref,X_ref,Y_ref,phi_ref,kappa_ref,right_width,left_width
-327.287721,-41.166211,22.385694,-2.033556,-0.110635,1.750000,1.750000
-327.187728,-41.211230,22.296687,-2.044562,-0.110056,1.750000,1.750000
-327.087735,-41.257220,22.208185,-2.055510,-0.109475,1.750000,1.750000
-326.987743,-41.304172,22.120194,-2.066399,-0.108891,1.750000,1.750000
-326.887750,-41.352077,22.032717,-2.077231,-0.108307,1.750000,1.750000
-326.787757,-41.400925,21.945760,-2.088004,-0.107723,1.750000,1.750000
-326.687764,-41.450709,21.859328,-2.098719,-0.107139,1.750000,1.750000
-326.587772,-41.501417,21.773425,-2.109378,-0.106556,1.750000,1.750000
-326.487779,-41.553042,21.688056,-2.119979,-0.105975,1.750000,1.750000
-326.387786,-41.605573,21.603227,-2.130524,-0.105396,1.750000,1.750000
-326.287794,-41.659003,21.518940,-2.141014,-0.104821,1.750000,1.750000
-326.187801,-41.713321,21.435203,-2.151447,-0.104250,1.750000,1.750000
-326.087808,-41.768518,21.352019,-2.161827,-0.103683,1.750000,1.750000
-325.987815,-41.824586,21.269392,-2.172152,-0.103121,1.750000,1.750000
-325.887823,-41.881514,21.187329,-2.182423,-0.102565,1.750000,1.750000
-325.787830,-41.939295,21.105833,-2.192642,-0.102015,1.750000,1.750000
-325.687837,-41.997918,21.024910,-2.202809,-0.101471,1.750000,1.750000
-325.587845,-42.057375,20.944564,-2.212924,-0.100935,1.750000,1.750000
-325.487852,-42.117656,20.864800,-2.222989,-0.100406,1.750000,1.750000
-325.387859,-42.178752,20.785623,-2.233005,-0.099886,1.750000,1.750000
-325.287866,-42.240653,20.707037,-2.242972,-0.099373,1.750000,1.750000
-325.187874,-42.303352,20.629048,-2.252890,-0.098870,1.750000,1.750000
-325.087881,-42.366838,20.551660,-2.262762,-0.098376,1.750000,1.750000
-324.987888,-42.431103,20.474878,-2.272588,-0.097891,1.750000,1.750000
-324.887896,-42.496137,20.398707,-2.282369,-0.097417,1.750000,1.750000
-324.787903,-42.561930,20.323151,-2.292105,-0.096952,1.750000,1.750000
-324.687910,-42.628475,20.248216,-2.301799,-0.096499,1.750000,1.750000
-324.587917,-42.695761,20.173905,-2.311450,-0.096056,1.750000,1.750000
-324.487925,-42.763779,20.100225,-2.321061,-0.095624,1.750000,1.750000
-324.387932,-42.832521,20.027179,-2.330631,-0.095204,1.750000,1.750000
-324.287939,-42.901977,19.954773,-2.340163,-0.094796,1.750000,1.750000
-324.187947,-42.972137,19.883011,-2.349656,-0.094399,1.750000,1.750000
-324.087954,-43.042994,19.811899,-2.359114,-0.094015,1.750000,1.750000
-323.987961,-43.114537,19.741440,-2.368535,-0.093643,1.750000,1.750000
-323.887968,-43.186757,19.671639,-2.377922,-0.093284,1.750000,1.750000
-323.787976,-43.259645,19.602503,-2.387276,-0.092937,1.750000,1.750000
-323.687983,-43.333084,19.534135,-2.396624,-0.093556,1.750000,1.750001
-323.587990,-43.407152,19.466469,-2.406052,-0.094404,1.750000,1.750001
-323.487998,-43.481865,19.399500,-2.415568,-0.095280,1.750000,1.750001
-323.388005,-43.557221,19.333244,-2.425173,-0.096185,1.750000,1.750001
-323.288012,-43.633214,19.267717,-2.434871,-0.097117,1.750000,1.750001
-323.188019,-43.709840,19.202935,-2.444664,-0.098076,1.750000,1.750001
-323.088027,-43.787094,19.138916,-2.454554,-0.099062,1.750000,1.750001
-322.988034,-43.864971,19.075674,-2.464542,-0.100074,1.750000,1.750001
-322.888041,-43.943468,19.013228,-2.474632,-0.101113,1.750000,1.750001
-322.788049,-44.022578,18.951592,-2.484826,-0.102176,1.750000,1.750001
-322.688056,-44.102298,18.890784,-2.495125,-0.103264,1.750000,1.750001
-322.588063,-44.182622,18.830819,-2.505531,-0.104376,1.750000,1.750001
-322.488070,-44.263547,18.771715,-2.516047,-0.105511,1.750000,1.750001
-322.388078,-44.345068,18.713487,-2.526676,-0.106669,1.750000,1.750001
-322.288085,-44.427180,18.656152,-2.537417,-0.107848,1.750000,1.750001
-322.188092,-44.509878,18.599726,-2.548274,-0.109048,1.750000,1.750001
-322.088100,-44.593158,18.544225,-2.559249,-0.110268,1.750000,1.750001
-321.988107,-44.677015,18.489666,-2.570342,-0.111506,1.750000,1.750001
-321.888114,-44.761445,18.436066,-2.581556,-0.112761,1.750000,1.750001
-321.788121,-44.846442,18.383440,-2.592892,-0.114033,1.750000,1.750001
-321.688129,-44.932003,18.331805,-2.604352,-0.115319,1.750000,1.750001
-321.588136,-45.018123,18.281177,-2.615937,-0.116619,1.750000,1.750001
-321.488143,-45.104796,18.231573,-2.627649,-0.117931,1.750000,1.750001
-321.388151,-45.192019,18.183009,-2.639488,-0.119252,1.750000,1.750001
-321.288158,-45.279787,18.135501,-2.651456,-0.120582,1.750000,1.750001
-321.188165,-45.368095,18.089066,-2.663553,-0.121918,1.750000,1.750001
-321.088172,-45.456938,18.043720,-2.675781,-0.123259,1.750000,1.750001
-320.988180,-45.546313,17.999479,-2.688140,-0.124602,1.750000,1.750001
-320.888187,-45.636214,17.956360,-2.700631,-0.125945,1.750000,1.750001
-320.788194,-45.726636,17.914379,-2.713254,-0.127286,1.750000,1.750001
-320.688202,-45.817575,17.873553,-2.726009,-0.128622,1.750000,1.750001
-320.588209,-45.909027,17.833897,-2.738896,-0.129951,1.750000,1.750001
-320.488216,-46.000987,17.795429,-2.751916,-0.131270,1.750000,1.750001
-320.388223,-46.093450,17.758164,-2.765067,-0.132576,1.750000,1.750001
-320.288231,-46.186411,17.722119,-2.778350,-0.133867,1.750000,1.750001
-320.188238,-46.279866,17.687310,-2.791764,-0.135139,1.750000,1.750001
-320.088245,-46.373811,17.653754,-2.805308,-0.136389,1.750000,1.750001
-319.988253,-46.468240,17.621467,-2.818981,-0.137615,1.750000,1.750001
-319.888260,-46.563149,17.590465,-2.832781,-0.138812,1.750000,1.750001
-319.788267,-46.658534,17.560765,-2.846707,-0.139978,1.750000,1.750001
-319.688274,-46.754148,17.532450,-2.860644,-0.139326,1.750001,1.750000
-319.588282,-46.850176,17.505457,-2.874498,-0.138453,1.750001,1.750000
-319.488289,-46.946630,17.479778,-2.888276,-0.137623,1.750001,1.750000
-319.388296,-47.043487,17.455412,-2.901981,-0.136836,1.750001,1.750000
-319.288304,-47.140725,17.432358,-2.915619,-0.136095,1.750001,1.750000
-319.188311,-47.238322,17.410617,-2.929191,-0.135398,1.750001,1.750000
-319.088318,-47.336255,17.390190,-2.942704,-0.134747,1.750001,1.750000
-318.988325,-47.434501,17.371075,-2.956160,-0.134142,1.750001,1.750000
-318.888333,-47.533039,17.353274,-2.969564,-0.133584,1.750001,1.750000
-318.788340,-47.631847,17.336786,-2.982919,-0.133072,1.750001,1.750000
-318.688347,-47.730901,17.321611,-2.996231,-0.132607,1.750001,1.750000
-318.588355,-47.830179,17.307750,-3.009503,-0.132191,1.750001,1.750000
-318.488362,-47.929660,17.295203,-3.022738,-0.131821,1.750001,1.750000
-318.388369,-48.029320,17.283968,-3.035942,-0.131500,1.750001,1.750000
-318.288376,-48.129138,17.274048,-3.049119,-0.131227,1.750001,1.750000
-318.188384,-48.229091,17.265442,-3.062273,-0.131003,1.750001,1.750000
-318.088391,-48.329156,17.258149,-3.075407,-0.130827,1.750001,1.750000
-317.988398,-48.429311,17.252170,-3.088527,-0.130700,1.750001,1.750000
-317.888406,-48.529535,17.247505,-3.101636,-0.130622,1.750001,1.750000
-317.788413,-48.629804,17.244154,-3.114739,-0.130593,1.750001,1.750000
-317.688420,-48.730097,17.242118,-3.127840,-0.130613,1.750001,1.750000
-317.588427,-48.830390,17.241396,-3.140943,-0.130682,1.750001,1.750000
-317.488435,-48.930662,17.241988,3.129133,-0.130801,1.750001,1.750000
-317.388442,-49.030889,17.243894,3.116012,-0.130969,1.750001,1.750000
-317.288449,-49.131051,17.247115,3.102877,-0.131186,1.750001,1.750000
-317.188457,-49.231124,17.251650,3.089722,-0.131453,1.750001,1.750000
-317.088464,-49.331087,17.257501,3.076544,-0.131769,1.750001,1.750000
-316.988471,-49.430916,17.264666,3.063338,-0.132134,1.750001,1.750000
-316.888478,-49.530589,17.273145,3.050099,-0.132549,1.750001,1.750000
-316.788486,-49.630084,17.282940,3.036825,-0.133013,1.750001,1.750000
-316.688493,-49.729379,17.294049,3.023510,-0.133526,1.750001,1.750000
-316.588500,-49.828451,17.306474,3.010150,-0.134088,1.750001,1.750000
-316.488508,-49.927279,17.320214,2.996740,-0.134699,1.750001,1.750000
-316.388515,-50.025838,17.335269,2.983278,-0.135358,1.750001,1.750000
-316.288522,-50.124109,17.351639,2.969758,-0.136066,1.750001,1.750000
-316.188529,-50.222066,17.369325,2.956176,-0.136822,1.750001,1.750000
-316.088537,-50.319690,17.388326,2.942529,-0.137626,1.750001,1.750000
-315.988544,-50.416956,17.408642,2.928812,-0.138478,1.750001,1.750000
-315.888551,-50.513844,17.430275,2.915020,-0.139376,1.750001,1.750000
-315.788559,-50.610334,17.453224,2.901150,-0.140300,1.750000,1.750000
-315.688566,-50.707055,17.477653,2.887277,-0.137820,1.750000,1.750000
-315.588573,-50.803352,17.503388,2.873666,-0.135261,1.750000,1.750000
-315.488580,-50.899230,17.530400,2.860323,-0.132633,1.750000,1.750000
-315.388588,-50.994695,17.558663,2.847251,-0.129942,1.750000,1.750000
-315.288595,-51.089751,17.588146,2.834455,-0.127198,1.750000,1.750000
-315.188602,-51.184405,17.618824,2.821937,-0.124406,1.750000,1.750000
-315.088610,-51.278660,17.650666,2.809701,-0.121574,1.750000,1.750000
-314.988617,-51.372523,17.683647,2.797748,-0.118709,1.750000,1.750000
-314.888624,-51.465999,17.717737,2.786080,-0.115816,1.750000,1.750000
-314.788631,-51.559093,17.752908,2.774699,-0.112903,1.750000,1.750000
-314.688639,-51.651811,17.789133,2.763606,-0.109974,1.750000,1.750000
-314.588646,-51.744158,17.826383,2.752802,-0.107034,1.750000,1.750000
-314.488653,-51.836138,17.864631,2.742286,-0.104087,1.750000,1.750000
-314.388661,-51.927759,17.903848,2.732060,-0.101139,1.750000,1.750000
-314.288668,-52.019023,17.944007,2.722122,-0.098192,1.750000,1.750000
-314.188675,-52.109938,17.985079,2.712473,-0.095251,1.750000,1.750000
-314.088682,-52.200509,18.027037,2.703112,-0.092318,1.750000,1.750000
-313.988690,-52.290739,18.069851,2.694038,-0.089396,1.750000,1.750000
-313.888697,-52.380636,18.113495,2.685250,-0.086487,1.750000,1.750000
-313.788704,-52.470204,18.157941,2.676747,-0.083593,1.750000,1.750000
-313.688712,-52.559449,18.203160,2.668527,-0.080716,1.750000,1.750000
-313.588719,-52.648376,18.249124,2.660591,-0.077857,1.750000,1.750000
-313.488726,-52.736990,18.295805,2.652935,-0.075018,1.750000,1.750000
-313.388733,-52.825296,18.343176,2.645559,-0.072198,1.750000,1.750000
-313.288741,-52.913300,18.391208,2.638461,-0.069399,1.750000,1.750000
-313.188748,-53.001007,18.439873,2.631640,-0.066620,1.750000,1.750000
-313.088755,-53.088423,18.489143,2.625093,-0.063862,1.750000,1.750000
-312.988763,-53.175552,18.538990,2.618820,-0.061124,1.750000,1.750000
-312.888770,-53.262401,18.589387,2.612819,-0.058407,1.750000,1.750000
-312.788777,-53.348974,18.640305,2.607089,-0.055709,1.750000,1.750000
-312.688784,-53.435276,18.691716,2.601627,-0.053030,1.750000,1.750000
-312.588792,-53.521313,18.743592,2.596433,-0.050369,1.750000,1.750000
-312.488799,-53.607091,18.795905,2.591506,-0.047724,1.750000,1.750000
-312.388806,-53.692614,18.848628,2.586843,-0.045095,1.750000,1.750000
-312.288814,-53.777888,18.901731,2.582444,-0.042480,1.750000,1.750000
-312.188821,-53.862919,18.955187,2.578308,-0.039878,1.750000,1.750000
-312.088828,-53.947710,19.008969,2.574434,-0.037287,1.750000,1.750000
-311.988835,-54.032269,19.063048,2.570821,-0.034705,1.750000,1.750000
-311.888843,-54.116600,19.117395,2.567469,-0.032131,1.750000,1.750000
-311.788850,-54.200828,19.172062,2.564359,-0.030341,1.750000,1.750002
-311.688857,-54.285082,19.227113,2.561315,-0.030137,1.750000,1.750002
-311.588865,-54.369119,19.282387,2.558294,-0.029931,1.750000,1.750002
-311.488872,-54.452940,19.337881,2.555296,-0.029721,1.750000,1.750002
-311.388879,-54.536550,19.393594,2.552320,-0.029509,1.750000,1.750002
-311.288886,-54.619949,19.449526,2.549368,-0.029293,1.750000,1.750002
-311.188894,-54.703142,19.505673,2.546439,-0.029075,1.750000,1.750002
-311.088901,-54.786130,19.562036,2.543533,-0.028853,1.750000,1.750002
-310.988908,-54.868915,19.618612,2.540651,-0.028629,1.750000,1.750002
-310.888916,-54.951502,19.675401,2.537793,-0.028403,1.750000,1.750002
-310.788923,-55.033891,19.732400,2.534959,-0.028173,1.750000,1.750002
-310.688930,-55.116086,19.789608,2.532149,-0.027941,1.750000,1.750002
-310.588937,-55.198089,19.847024,2.529364,-0.027707,1.750000,1.750002
-310.488945,-55.279904,19.904646,2.526603,-0.027470,1.750000,1.750002
-310.388952,-55.361531,19.962474,2.523867,-0.027230,1.750000,1.750002
-310.288959,-55.442975,20.020504,2.521156,-0.026988,1.750000,1.750002
-310.188967,-55.524237,20.078737,2.518470,-0.026744,1.750000,1.750002
-310.088974,-55.605320,20.137170,2.515810,-0.026498,1.750000,1.750002
-309.988981,-55.686228,20.195802,2.513175,-0.026249,1.750000,1.750002
-309.888989,-55.766961,20.254632,2.510565,-0.025998,1.750000,1.750002
-309.788996,-55.847523,20.313658,2.507981,-0.025745,1.750000,1.750002
-309.689003,-55.927917,20.372879,2.505423,-0.025490,1.750000,1.750002
-309.589010,-56.008145,20.432293,2.502891,-0.025233,1.750000,1.750002
-309.489018,-56.088209,20.491900,2.500385,-0.024975,1.750000,1.750002
-309.389025,-56.168113,20.551696,2.497906,-0.024714,1.750000,1.750002
-309.289032,-56.247858,20.611682,2.495453,-0.024451,1.750000,1.750002
-309.189040,-56.327448,20.671855,2.493026,-0.024187,1.750000,1.750002
-309.089047,-56.406885,20.732214,2.490626,-0.023921,1.750000,1.750002
-308.989054,-56.486171,20.792757,2.488253,-0.023654,1.750000,1.750002
-308.889061,-56.565309,20.853484,2.485907,-0.023384,1.750000,1.750002
-308.789069,-56.644302,20.914393,2.483588,-0.023114,1.750000,1.750002
-308.689076,-56.723153,20.975482,2.481296,-0.022841,1.750000,1.750002
-308.589083,-56.801863,21.036750,2.479032,-0.022568,1.750000,1.750002
-308.489091,-56.880435,21.098196,2.476794,-0.022293,1.750000,1.750002
-308.389098,-56.958873,21.159817,2.474584,-0.022017,1.750000,1.750002
-308.289105,-57.037178,21.221613,2.472402,-0.021739,1.750000,1.750002
-308.189112,-57.115353,21.283582,2.470247,-0.021460,1.750000,1.750002
-308.089120,-57.193401,21.345722,2.468120,-0.021180,1.750000,1.750002
-307.989127,-57.271324,21.408033,2.466021,-0.020899,1.750000,1.750002
-307.889134,-57.349125,21.470513,2.463950,-0.020617,1.750000,1.750002
-307.789142,-57.426808,21.533161,2.461906,-0.020348,1.750002,1.750002
-307.689149,-57.504389,21.595987,2.459880,-0.020245,1.750002,1.750002
-307.589156,-57.581853,21.658979,2.457864,-0.020143,1.750002,1.750002
-307.489163,-57.659199,21.722134,2.455858,-0.020042,1.750002,1.750002
-307.389171,-57.736429,21.785452,2.453861,-0.019940,1.750002,1.750002
-307.289178,-57.813541,21.848930,2.451875,-0.019839,1.750002,1.750002
-307.189185,-57.890537,21.912569,2.449898,-0.019739,1.750002,1.750002
-307.089193,-57.967416,21.976367,2.447931,-0.019639,1.750002,1.750002
-306.989200,-58.044177,22.040322,2.445974,-0.019539,1.750002,1.750002
-306.889207,-58.120822,22.104434,2.444026,-0.019440,1.750002,1.750002
-306.789214,-58.197350,22.168702,2.442088,-0.019341,1.750002,1.750002
-306.689222,-58.273762,22.233123,2.440160,-0.019242,1.750002,1.750002
-306.589229,-58.350056,22.297698,2.438242,-0.019144,1.750002,1.750002
-306.489236,-58.426234,22.362425,2.436333,-0.019047,1.750002,1.750002
-306.389244,-58.502295,22.427302,2.434434,-0.018949,1.750002,1.750002
-306.289251,-58.578240,22.492328,2.432544,-0.018852,1.750002,1.750002
-306.189258,-58.654068,22.557503,2.430664,-0.018756,1.750002,1.750002
-306.089265,-58.729779,22.622825,2.428793,-0.018660,1.750002,1.750002
-305.989273,-58.805374,22.688293,2.426932,-0.018564,1.750002,1.750002
-305.889280,-58.880853,22.753906,2.425080,-0.018468,1.750002,1.750002
-305.789287,-58.956215,22.819663,2.423238,-0.018373,1.750002,1.750002
-305.689295,-59.031461,22.885561,2.421405,-0.018279,1.750002,1.750002
-305.589302,-59.106590,22.951602,2.419581,-0.018185,1.750002,1.750002
-305.489309,-59.181604,23.017782,2.417767,-0.018091,1.750002,1.750002
-305.389316,-59.256501,23.084101,2.415962,-0.017997,1.750002,1.750002
-305.289324,-59.331282,23.150558,2.414166,-0.017904,1.750002,1.750002
-305.189331,-59.405946,23.217151,2.412379,-0.017811,1.750002,1.750002
-305.089338,-59.480495,23.283880,2.410602,-0.017719,1.750002,1.750002
-304.989346,-59.554928,23.350743,2.408834,-0.017627,1.750002,1.750002
-304.889353,-59.629244,23.417738,2.407074,-0.017536,1.750002,1.750002
-304.789360,-59.703445,23.484866,2.405324,-0.017445,1.750002,1.750002
-304.689367,-59.777530,23.552125,2.403583,-0.017354,1.750002,1.750002
-304.589375,-59.851498,23.619513,2.401851,-0.017263,1.750002,1.750002
-304.489382,-59.925352,23.687029,2.400129,-0.017173,1.750002,1.750002
-304.389389,-59.999089,23.754672,2.398415,-0.017084,1.750002,1.750002
-304.289397,-60.072710,23.822441,2.396710,-0.016994,1.750002,1.750002
-304.189404,-60.146216,23.890335,2.395014,-0.016905,1.750002,1.750002
-304.089411,-60.219606,23.958353,2.393326,-0.016817,1.750002,1.750002
-303.989418,-60.292881,24.026493,2.391648,-0.016729,1.750002,1.750002
-303.889426,-60.366040,24.094755,2.389979,-0.016641,1.750002,1.750002
-303.789433,-60.439083,24.163136,2.388318,-0.016553,1.750002,1.750002
-303.689440,-60.512010,24.231635,2.386656,-0.016674,1.750002,1.750000
-303.589448,-60.584820,24.300254,2.384981,-0.016803,1.750002,1.750000
-303.489455,-60.657512,24.368993,2.383294,-0.016933,1.750002,1.750000
-303.389462,-60.730085,24.437853,2.381593,-0.017062,1.750002,1.750000
-303.289469,-60.802539,24.506834,2.379880,-0.017192,1.750002,1.750000
-303.189477,-60.874871,24.575938,2.378154,-0.017321,1.750002,1.750000
-303.089484,-60.947081,24.645164,2.376415,-0.017451,1.750002,1.750000
-302.989491,-61.019168,24.714515,2.374663,-0.017581,1.750002,1.750000
-302.889499,-61.091130,24.783990,2.372897,-0.017710,1.750002,1.750000
-302.789506,-61.162967,24.853589,2.371120,-0.017840,1.750002,1.750000
-302.689513,-61.234677,24.923315,2.369329,-0.017970,1.750002,1.750000
-302.589520,-61.306259,24.993167,2.367525,-0.018100,1.750002,1.750000
-302.489528,-61.377712,25.063146,2.365708,-0.018231,1.750002,1.750000
-302.389535,-61.449035,25.133253,2.363878,-0.018361,1.750002,1.750000
-302.289542,-61.520227,25.203488,2.362036,-0.018491,1.750002,1.750000
-302.189550,-61.591287,25.273852,2.360180,-0.018622,1.750002,1.750000
-302.089557,-61.662213,25.344347,2.358311,-0.018752,1.750002,1.750000
-301.989564,-61.733005,25.414972,2.356430,-0.018882,1.750002,1.750000
-301.889571,-61.803660,25.485728,2.354535,-0.019013,1.750002,1.750000
-301.789579,-61.874179,25.556617,2.352627,-0.019144,1.750002,1.750000
-301.689586,-61.944560,25.627638,2.350707,-0.019274,1.750002,1.750000
-301.589593,-62.014802,25.698792,2.348773,-0.019405,1.750002,1.750000
-301.489601,-62.084904,25.770080,2.346826,-0.019536,1.750002,1.750000
-301.389608,-62.154864,25.841503,2.344867,-0.019666,1.750002,1.750000
-301.289615,-62.224681,25.913062,2.342894,-0.019797,1.750002,1.750000
-301.189622,-62.294355,25.984757,2.340908,-0.019928,1.750002,1.750000
-301.089630,-62.363885,26.056588,2.338909,-0.020059,1.750002,1.750000
-300.989637,-62.433268,26.128557,2.336898,-0.020189,1.750002,1.750000
-300.889644,-62.502505,26.200664,2.334873,-0.020320,1.750002,1.750000
-300.789652,-62.571593,26.272911,2.332835,-0.020451,1.750002,1.750000
-300.689659,-62.640532,26.345296,2.330784,-0.020582,1.750002,1.750000
-300.589666,-62.709321,26.417822,2.328720,-0.020713,1.750002,1.750000
-300.489673,-62.777958,26.490489,2.326643,-0.020843,1.750002,1.750000
-300.389681,-62.846442,26.563298,2.324554,-0.020974,1.750002,1.750000
-300.289688,-62.914773,26.636249,2.322451,-0.021105,1.750002,1.750000
-300.189695,-62.982948,26.709343,2.320335,-0.021235,1.750002,1.750000
-300.089703,-63.050968,26.782581,2.318206,-0.021366,1.750002,1.750000
-299.989710,-63.118831,26.855963,2.316063,-0.021496,1.750002,1.750000
-299.889717,-63.186535,26.929490,2.313908,-0.021626,1.750002,1.750000
-299.789724,-63.254080,27.003164,2.311740,-0.021757,1.750002,1.750000
-299.689732,-63.321460,27.076979,2.309564,-0.021779,1.750000,1.750000
-299.589739,-63.388679,27.150940,2.307387,-0.021780,1.750000,1.750000
-299.489746,-63.455737,27.225047,2.305210,-0.021780,1.750000,1.750000
-299.389754,-63.522633,27.299300,2.303034,-0.021780,1.750000,1.750000
-299.289761,-63.589368,27.373698,2.300857,-0.021780,1.750000,1.750000
-299.189768,-63.655941,27.448243,2.298680,-0.021779,1.750000,1.750000
-299.089775,-63.722353,27.522933,2.296503,-0.021779,1.750000,1.750000
-298.989783,-63.788603,27.597768,2.294327,-0.021779,1.750000,1.750000
-298.889790,-63.854690,27.672749,2.292150,-0.021779,1.750000,1.750000
-298.789797,-63.920615,27.747874,2.289973,-0.021778,1.750000,1.750000
-298.689805,-63.986378,27.823144,2.287796,-0.021778,1.750000,1.750000
-298.589812,-64.051978,27.898558,2.285620,-0.021777,1.750000,1.750000
-298.489819,-64.117415,27.974116,2.283443,-0.021776,1.750000,1.750000
-298.389826,-64.182689,28.049819,2.281266,-0.021776,1.750000,1.750000
-298.289834,-64.247799,28.125665,2.279090,-0.021775,1.750000,1.750000
-298.189841,-64.312746,28.201655,2.276913,-0.021774,1.750000,1.750000
-298.089848,-64.377530,28.277789,2.274736,-0.021773,1.750000,1.750000
-297.989856,-64.442150,28.354066,2.272560,-0.021772,1.750000,1.750000
-297.889863,-64.506606,28.430486,2.270383,-0.021771,1.750000,1.750000
-297.789870,-64.570897,28.507048,2.268207,-0.021770,1.750000,1.750000
-297.689877,-64.635025,28.583754,2.266030,-0.021769,1.750000,1.750000
-297.589885,-64.698987,28.660601,2.263854,-0.021767,1.750000,1.750000
-297.489892,-64.762785,28.737592,2.261677,-0.021766,1.750000,1.750000
-297.389899,-64.826418,28.814724,2.259501,-0.021764,1.750000,1.750000
-297.289907,-64.889886,28.891998,2.257325,-0.021763,1.750000,1.750000
-297.189914,-64.953189,28.969413,2.255149,-0.021761,1.750000,1.750000
-297.089921,-65.016326,29.046971,2.252972,-0.021760,1.750000,1.750000
-296.989928,-65.079298,29.124669,2.250796,-0.021758,1.750000,1.750000
-296.889936,-65.142104,29.202508,2.248620,-0.021756,1.750000,1.750000
-296.789943,-65.204744,29.280489,2.246444,-0.021754,1.750000,1.750000
-296.689950,-65.267217,29.358610,2.244268,-0.021752,1.750000,1.750000
-296.589958,-65.329524,29.436871,2.242092,-0.021750,1.750000,1.750000
-296.489965,-65.391665,29.515273,2.239917,-0.021748,1.750000,1.750000
-296.389972,-65.453639,29.593815,2.237741,-0.021746,1.750000,1.750000
-296.289979,-65.515446,29.672496,2.235565,-0.021743,1.750000,1.750000
-296.189987,-65.577086,29.751318,2.233390,-0.021741,1.750000,1.750000
-296.089994,-65.638558,29.830278,2.231214,-0.021739,1.750000,1.750000
-295.990001,-65.699864,29.909379,2.229039,-0.021736,1.750000,1.750000
-295.890009,-65.761001,29.988618,2.226863,-0.021734,1.750000,1.750000
-295.790016,-65.821970,30.067996,2.224688,-0.021731,1.750000,1.750000
-295.690023,-65.882700,30.147419,2.222481,-0.022819,1.750000,1.750000
-295.590030,-65.943210,30.226931,2.220115,-0.024536,1.750000,1.750000
-295.490038,-66.003529,30.306596,2.217578,-0.026254,1.750000,1.750000
-295.390045,-66.063640,30.386421,2.214868,-0.027974,1.750000,1.750000
-295.290052,-66.123528,30.466414,2.211987,-0.029696,1.750000,1.750000
-295.190060,-66.183178,30.546584,2.208934,-0.031420,1.750000,1.750000
-295.090067,-66.242574,30.626939,2.205708,-0.033146,1.750000,1.750000
-294.990074,-66.301703,30.707488,2.202309,-0.034875,1.750000,1.750000
-294.890081,-66.360547,30.788238,2.198738,-0.036605,1.750000,1.750000
-294.790089,-66.419093,30.869200,2.194995,-0.038338,1.750000,1.750000
-294.690096,-66.477325,30.950379,2.191078,-0.040073,1.750000,1.750000
-294.590103,-66.535227,31.031786,2.186988,-0.041810,1.750000,1.750000
-294.490111,-66.592785,31.113429,2.182724,-0.043549,1.750000,1.750000
-294.390118,-66.649983,31.195315,2.178288,-0.045289,1.750000,1.750000
-294.290125,-66.706807,31.277453,2.173677,-0.047030,1.750000,1.750000
-294.190132,-66.763240,31.359852,2.168893,-0.048772,1.750000,1.750000
-294.090140,-66.819267,31.442520,2.163936,-0.050514,1.750000,1.750000
-293.990147,-66.874874,31.525465,2.158804,-0.052256,1.750000,1.750000
-293.890154,-66.930045,31.608696,2.153499,-0.053997,1.750000,1.750000
-293.790162,-66.984766,31.692220,2.148021,-0.055737,1.750000,1.750000
-293.690169,-67.039020,31.776047,2.142369,-0.057474,1.750000,1.750000
-293.590176,-67.092792,31.860185,2.136543,-0.059208,1.750000,1.750000
-293.490183,-67.146068,31.944642,2.130544,-0.060939,1.750000,1.750000
-293.390191,-67.198832,32.029427,2.124373,-0.062664,1.750000,1.750000
-293.290198,-67.251068,32.114547,2.118028,-0.064384,1.750000,1.750000
-293.190205,-67.302763,32.200012,2.111512,-0.066097,1.750000,1.750000
-293.090213,-67.353900,32.285829,2.104824,-0.067801,1.750000,1.750000
-292.990220,-67.404464,32.372007,2.097964,-0.069496,1.750000,1.750000
-292.890227,-67.454440,32.458555,2.090935,-0.071180,1.750000,1.750000
-292.790234,-67.503813,32.545480,2.083735,-0.072852,1.750000,1.750000
-292.690242,-67.552567,32.632791,2.076367,-0.074510,1.750000,1.750000
-292.590249,-67.600688,32.720497,2.068831,-0.076153,1.750000,1.750000
-292.490256,-67.648160,32.808605,2.061127,-0.077778,1.750000,1.750000
-292.390264,-67.694968,32.897125,2.053259,-0.079384,1.750000,1.750000
-292.290271,-67.741097,32.986064,2.045225,-0.080970,1.750000,1.750000
-292.190278,-67.786531,33.075431,2.037029,-0.082533,1.750000,1.750000
-292.090285,-67.831255,33.165235,2.028672,-0.084071,1.750000,1.750000
-291.990293,-67.875255,33.255483,2.020155,-0.085583,1.750000,1.750000
-291.890300,-67.918514,33.346184,2.011480,-0.087066,1.750000,1.750000
-291.790307,-67.961018,33.437346,2.002649,-0.088518,1.750000,1.750000
-291.690315,-68.002630,33.528708,1.993699,-0.089599,1.750000,1.750000
-291.590322,-68.043332,33.620244,1.984687,-0.090345,1.750000,1.750000
-291.490329,-68.083240,33.712228,1.975589,-0.091135,1.750000,1.750000
-291.390336,-68.122336,33.804646,1.966402,-0.091970,1.750000,1.750000
-291.290344,-68.160603,33.897483,1.957123,-0.092849,1.750000,1.750000
-291.190351,-68.198024,33.990728,1.947748,-0.093773,1.750000,1.750000
-291.090358,-68.234582,34.084364,1.938274,-0.094741,1.750000,1.750000
-290.990366,-68.270259,34.178379,1.928696,-0.095754,1.750000,1.750000
