# s_ref,X_ref,Y_ref,phi_ref,kappa_ref,right_width,left_width
-462.577863,-0.189896,6.421228,1.477973,-0.076020,1.751407,1.751407
-462.477870,-0.180359,6.519913,1.471202,-0.060606,1.751407,1.751407
-462.377877,-0.170205,6.618776,1.465935,-0.045435,1.751407,1.751407
-462.277885,-0.159580,6.717806,1.462157,-0.030472,1.751407,1.751407
-462.177892,-0.148635,6.816990,1.459856,-0.015684,1.751407,1.751407
-462.077899,-0.137516,6.916315,1.459022,-0.001030,1.751407,1.751407
-461.977907,-0.126372,7.015770,1.459648,0.013526,1.751407,1.751407
-461.877914,-0.115352,7.115342,1.461729,0.028023,1.751407,1.751407
-461.777921,-0.104603,7.215019,1.465264,0.042496,1.751407,1.751407
-461.677928,-0.094274,7.314789,1.470253,0.056980,1.751407,1.751407
-461.577936,-0.084514,7.414638,1.476698,0.071503,1.751407,1.751407
-461.477943,-0.075470,7.514556,1.484602,0.086089,1.751407,1.751407
-461.377950,-0.067291,7.614529,1.493972,0.100754,1.751407,1.751407
-461.277958,-0.060125,7.714545,1.504814,0.115509,1.751407,1.751407
-461.177965,-0.054071,7.814592,1.515669,0.101011,1.751407,1.749998
-461.077972,-0.049032,7.914661,1.525058,0.086405,1.751407,1.749998
-460.977979,-0.044861,8.014744,1.532981,0.071767,1.751407,1.749998
-460.877987,-0.041410,8.114831,1.539434,0.057110,1.751407,1.749998
-460.777994,-0.038532,8.214914,1.544418,0.042440,1.751407,1.749998
-460.678001,-0.036080,8.314983,1.547931,0.027758,1.751407,1.749998
-460.578009,-0.033906,8.415031,1.549974,0.013060,1.751407,1.749998
-460.478016,-0.031864,8.515049,1.550544,-0.001660,1.751407,1.749998
-460.378023,-0.029806,8.615026,1.549641,-0.016408,1.751407,1.749998
-460.278030,-0.027585,8.714956,1.547263,-0.031193,1.751407,1.749998
-460.178038,-0.025054,8.814829,1.543406,-0.046021,1.751407,1.749998
-460.078045,-0.022066,8.914635,1.538069,-0.060893,1.751407,1.749998
-459.978052,-0.018472,9.014368,1.531248,-0.075809,1.751407,1.749998
-459.878060,-0.014127,9.114016,1.522941,-0.090760,1.751407,1.749998
-459.778067,-0.008883,9.213573,1.513147,-0.105732,1.751407,1.749998
-459.678074,-0.002607,9.312911,1.502207,-0.109855,1.749998,1.750000
-459.578081,0.004745,9.412073,1.491424,-0.107031,1.749998,1.750000
-459.478089,0.013150,9.511133,1.480925,-0.104171,1.749998,1.750000
-459.378096,0.022580,9.610093,1.470713,-0.101279,1.749998,1.750000
-459.278103,0.033006,9.708956,1.460789,-0.098362,1.749998,1.750000
-459.178111,0.044399,9.807723,1.451156,-0.095423,1.749998,1.750000
-459.078118,0.056731,9.906395,1.441814,-0.092468,1.749998,1.750000
-458.978125,0.069973,10.004975,1.432764,-0.089500,1.749998,1.750000
-458.878132,0.084097,10.103465,1.424007,-0.086524,1.749998,1.750000
-458.778140,0.099075,10.201865,1.415543,-0.083542,1.749998,1.750000
-458.678147,0.114876,10.300178,1.407373,-0.080558,1.749998,1.750000
-458.578154,0.131473,10.398406,1.399497,-0.077575,1.749998,1.750000
-458.478162,0.148838,10.496550,1.391913,-0.074594,1.749998,1.750000
-458.378169,0.166941,10.594613,1.384623,-0.071619,1.749998,1.750000
-458.278176,0.185754,10.692595,1.377626,-0.068651,1.749998,1.750000
-458.178183,0.205248,10.790499,1.370920,-0.065691,1.749998,1.750000
-458.078191,0.225396,10.888326,1.364507,-0.062742,1.749998,1.750000
-457.978198,0.246167,10.986078,1.358383,-0.059803,1.749998,1.750000
-457.878205,0.267534,11.083757,1.352550,-0.056876,1.749998,1.750000
-457.778213,0.289468,11.181365,1.347006,-0.053962,1.749998,1.750000
-457.678220,0.311940,11.278903,1.341750,-0.051060,1.749998,1.750000
-457.578227,0.334922,11.376374,1.336782,-0.048171,1.749998,1.750000
-457.478234,0.358385,11.473778,1.332100,-0.045295,1.749998,1.750000
-457.378242,0.382301,11.571118,1.327703,-0.042431,1.749998,1.750000
-457.278249,0.406640,11.668396,1.323591,-0.039580,1.749998,1.750000
-457.178256,0.431375,11.765612,1.319764,-0.036741,1.749998,1.750000
-457.078264,0.456476,11.862770,1.316219,-0.033913,1.749998,1.750000
-456.978271,0.481916,11.959870,1.312956,-0.031095,1.749998,1.750000
-456.878278,0.507664,12.056915,1.309975,-0.028287,1.749998,1.750000
-456.778285,0.533694,12.153906,1.307275,-0.025487,1.749998,1.750000
-456.678293,0.559976,12.250845,1.304855,-0.022695,1.749998,1.750000
-456.578300,0.586482,12.347734,1.302716,-0.019910,1.749998,1.750000
-456.478307,0.613183,12.444575,1.300855,-0.017129,1.749998,1.750000
-456.378315,0.640050,12.541368,1.299274,-0.014352,1.749998,1.750000
-456.278322,0.667055,12.638117,1.297972,-0.011578,1.749998,1.750000
-456.178329,0.694169,12.734822,1.296948,-0.008804,1.749998,1.750000
-456.078336,0.721363,12.831486,1.296204,-0.006030,1.749998,1.750000
-455.978344,0.748610,12.928111,1.295737,-0.003255,1.749998,1.750000
-455.878351,0.775880,13.024697,1.295550,-0.000476,1.749998,1.750000
-455.778358,0.803145,13.121247,1.295642,0.002308,1.749998,1.750000
-455.678366,0.830423,13.217919,1.295915,0.002662,1.750000,1.750000
-455.578373,0.857674,13.314596,1.296171,0.002431,1.750000,1.750000
-455.478380,0.884890,13.411239,1.296404,0.002200,1.750000,1.750000
-455.378387,0.912074,13.507850,1.296613,0.001968,1.750000,1.750000
-455.278395,0.939229,13.604429,1.296798,0.001735,1.750000,1.750000
-455.178402,0.966357,13.700977,1.296961,0.001502,1.750000,1.750000
-455.078409,0.993461,13.797495,1.297100,0.001268,1.750000,1.750000
-454.978417,1.020543,13.893984,1.297215,0.001034,1.750000,1.750000
-454.878424,1.047606,13.990443,1.297307,0.000800,1.750000,1.750000
-454.778431,1.074653,14.086875,1.297375,0.000565,1.750000,1.750000
-454.678438,1.101687,14.183279,1.297420,0.000329,1.750000,1.750000
-454.578446,1.128709,14.279656,1.297441,0.000094,1.750000,1.750000
-454.478453,1.155723,14.376007,1.297439,-0.000142,1.750000,1.750000
-454.378460,1.182732,14.472332,1.297413,-0.000379,1.750000,1.750000
-454.278468,1.209738,14.568633,1.297363,-0.000615,1.750000,1.750000
-454.178475,1.236743,14.664910,1.297289,-0.000852,1.750000,1.750000
-454.078482,1.263750,14.761163,1.297192,-0.001089,1.750000,1.750000
-453.978489,1.290763,14.857394,1.297072,-0.001326,1.750000,1.750000
-453.878497,1.317783,14.953602,1.296927,-0.001564,1.750000,1.750000
-453.778504,1.344813,15.049789,1.296759,-0.001801,1.750000,1.750000
-453.678511,1.371856,15.145956,1.296567,-0.002039,1.750000,1.750000
-453.578519,1.398914,15.242102,1.296352,-0.002277,1.750000,1.750000
-453.478526,1.425991,15.338230,1.296113,-0.002514,1.750000,1.750000
-453.378533,1.453089,15.434338,1.295850,-0.002752,1.750000,1.750000
-453.278540,1.480210,15.530429,1.295563,-0.002990,1.750000,1.750000
-453.178548,1.507357,15.626502,1.295253,-0.003227,1.750000,1.750000
-453.078555,1.534532,15.722559,1.294919,-0.003465,1.750000,1.750000
-452.978562,1.561740,15.818600,1.294561,-0.003702,1.750000,1.750000
-452.878570,1.588981,15.914626,1.294180,-0.003940,1.750000,1.750000
-452.778577,1.616259,16.010637,1.293774,-0.004177,1.750000,1.750000
-452.678584,1.643576,16.106634,1.293346,-0.004414,1.750000,1.750000
-452.578591,1.670935,16.202618,1.292893,-0.004650,1.750000,1.750000
-452.478599,1.698339,16.298590,1.292417,-0.004887,1.750000,1.750000
-452.378606,1.725790,16.394550,1.291918,-0.005123,1.750000,1.750000
-452.278613,1.753291,16.490499,1.291395,-0.005359,1.750000,1.750000
-452.178621,1.780845,16.586437,1.290848,-0.005594,1.750000,1.750000
-452.078628,1.808453,16.682366,1.290278,-0.005829,1.750000,1.750000
-451.978635,1.836120,16.778286,1.289684,-0.006064,1.750000,1.750000
-451.878642,1.863847,16.874197,1.289067,-0.006298,1.750000,1.750000
-451.778650,1.891637,16.970101,1.288427,-0.006532,1.750000,1.750000
-451.678657,1.919493,17.065997,1.287772,-0.006446,1.750000,1.749999
-451.578664,1.947414,17.161888,1.287144,-0.006143,1.750000,1.749999
-451.478672,1.975397,17.257772,1.286545,-0.005839,1.750000,1.749999
-451.378679,2.003439,17.353651,1.285977,-0.005536,1.750000,1.749999
-451.278686,2.031537,17.449524,1.285439,-0.005233,1.750000,1.749999
-451.178693,2.059688,17.545393,1.284931,-0.004930,1.750000,1.749999
-451.078701,2.087889,17.641257,1.284454,-0.004628,1.750000,1.749999
-450.978708,2.116137,17.737118,1.284006,-0.004326,1.750000,1.749999
-450.878715,2.144430,17.832975,1.283589,-0.004024,1.750000,1.749999
-450.778723,2.172763,17.928830,1.283202,-0.003722,1.750000,1.749999
-450.678730,2.201134,18.024681,1.282845,-0.003420,1.750000,1.749999
-450.578737,2.229540,18.120531,1.282518,-0.003119,1.750000,1.749999
-450.478744,2.257979,18.216379,1.282221,-0.002818,1.750000,1.749999
-450.378752,2.286446,18.312225,1.281955,-0.002517,1.750000,1.749999
-450.278759,2.314939,18.408071,1.281718,-0.002216,1.750000,1.749999
-450.178766,2.343456,18.503917,1.281512,-0.001915,1.750000,1.749999
-450.078774,2.371992,18.599762,1.281335,-0.001614,1.750000,1.749999
-449.978781,2.400545,18.695608,1.281189,-0.001313,1.750000,1.749999
-449.878788,2.429113,18.791455,1.281073,-0.001013,1.750000,1.749999
-449.778795,2.457691,18.887304,1.280986,-0.000712,1.750000,1.749999
-449.678803,2.486277,18.983154,1.280930,-0.000412,1.750000,1.749999
-449.578810,2.514869,19.079006,1.280904,-0.000112,1.750000,1.749999
-449.478817,2.543462,19.174861,1.280908,0.000188,1.750000,1.749999
-449.378825,2.572054,19.270719,1.280942,0.000489,1.750000,1.749999
-449.278832,2.600642,19.366581,1.281005,0.000789,1.750000,1.749999
-449.178839,2.629223,19.462447,1.281099,0.001089,1.750000,1.749999
-449.078846,2.657794,19.558317,1.281223,0.001389,1.750000,1.749999
-448.978854,2.686352,19.654192,1.281377,0.001689,1.750000,1.749999
-448.878861,2.714894,19.750072,1.281561,0.001990,1.750000,1.749999
-448.778868,2.743417,19.845958,1.281775,0.002290,1.750000,1.749999
-448.678876,2.771918,19.941850,1.282019,0.002590,1.750000,1.749999
-448.578883,2.800393,20.037748,1.282294,0.002890,1.750000,1.749999
-448.478890,2.828841,20.133654,1.282598,0.003191,1.750000,1.749999
-448.378897,2.857257,20.229567,1.282932,0.003491,1.750000,1.749999
-448.278905,2.885640,20.325488,1.283296,0.003792,1.750000,1.749999
-448.178912,2.913985,20.421418,1.283691,0.004093,1.750000,1.749999
-448.078919,2.942290,20.517356,1.284115,0.004393,1.750000,1.749999
-447.978927,2.970552,20.613303,1.284569,0.004694,1.750000,1.749999
-447.878934,2.998768,20.709260,1.285054,0.004995,1.750000,1.749999
-447.778941,3.026935,20.805227,1.285569,0.005297,1.750000,1.749999
-447.678948,3.055049,20.901204,1.286108,0.005401,1.749999,1.750003
-447.578956,3.083111,20.997191,1.286645,0.005324,1.749999,1.750003
-447.478963,3.111120,21.093190,1.287173,0.005247,1.749999,1.750003
-447.378970,3.139078,21.189199,1.287694,0.005170,1.749999,1.750003
-447.278978,3.166985,21.285218,1.288207,0.005092,1.749999,1.750003
-447.178985,3.194842,21.381249,1.288712,0.005015,1.749999,1.750003
-447.078992,3.222650,21.477291,1.289210,0.004938,1.749999,1.750003
-446.978999,3.250410,21.573344,1.289700,0.004860,1.749999,1.750003
-446.879007,3.278122,21.669408,1.290182,0.004783,1.749999,1.750003
-446.779014,3.305788,21.765483,1.290656,0.004705,1.749999,1.750003
-446.679021,3.333408,21.861569,1.291123,0.004627,1.749999,1.750003
-446.579029,3.360984,21.957666,1.291581,0.004550,1.749999,1.750003
-446.479036,3.388515,22.053774,1.292032,0.004472,1.749999,1.750003
-446.379043,3.416003,22.149894,1.292475,0.004394,1.749999,1.750003
-446.279050,3.443448,22.246025,1.292911,0.004316,1.749999,1.750003
-446.179058,3.470852,22.342168,1.293338,0.004238,1.749999,1.750003
-446.079065,3.498216,22.438322,1.293758,0.004160,1.749999,1.750003
-445.979072,3.525539,22.534487,1.294170,0.004082,1.749999,1.750003
-445.879080,3.552823,22.630664,1.294575,0.004004,1.749999,1.750003
-445.779087,3.580068,22.726853,1.294971,0.003926,1.749999,1.750003
-445.679094,3.607277,22.823053,1.295360,0.003848,1.749999,1.750003
-445.579101,3.634448,22.919265,1.295740,0.003770,1.749999,1.750003
-445.479109,3.661584,23.015488,1.296113,0.003692,1.749999,1.750003
-445.379116,3.688684,23.111723,1.296479,0.003614,1.749999,1.750003
-445.279123,3.715751,23.207970,1.296836,0.003535,1.749999,1.750003
-445.179131,3.742784,23.304229,1.297186,0.003457,1.749999,1.750003
-445.079138,3.769785,23.400500,1.297527,0.003379,1.749999,1.750003
-444.979145,3.796753,23.496782,1.297861,0.003300,1.749999,1.750003
-444.879152,3.823691,23.593077,1.298187,0.003222,1.749999,1.750003
-444.779160,3.850599,23.689384,1.298506,0.003144,1.749999,1.750003
-444.679167,3.877477,23.785702,1.298816,0.003065,1.749999,1.750003
-444.579174,3.904327,23.882033,1.299119,0.002987,1.749999,1.750003
-444.479182,3.931150,23.978376,1.299413,0.002908,1.749999,1.750003
-444.379189,3.957946,24.074731,1.299700,0.002830,1.749999,1.750003
-444.279196,3.984715,24.171099,1.299979,0.002751,1.749999,1.750003
-444.179203,4.011460,24.267479,1.300251,0.002673,1.749999,1.750003
-444.079211,4.038180,24.363871,1.300514,0.002594,1.749999,1.750003
-443.979218,4.064877,24.460275,1.300770,0.002516,1.749999,1.750003
-443.879225,4.091551,24.556692,1.301017,0.002437,1.749999,1.750003
-443.779233,4.118203,24.653121,1.301257,0.002359,1.749999,1.750003
-443.679240,4.144827,24.749541,1.301503,0.002883,1.750003,1.750005
-443.579247,4.171418,24.845945,1.301855,0.004154,1.750003,1.750005
-443.479254,4.197969,24.942366,1.302334,0.005425,1.750003,1.750005
-443.379262,4.224470,25.038805,1.302940,0.006696,1.750003,1.750005
-443.279269,4.250907,25.135265,1.303673,0.007967,1.750003,1.750005
-443.179276,4.277267,25.231748,1.304533,0.009238,1.750003,1.750005
-443.079284,4.303539,25.328257,1.305521,0.010510,1.750003,1.750005
-442.979291,4.329709,25.424795,1.306636,0.011781,1.750003,1.750005
-442.879298,4.355766,25.521362,1.307878,0.013054,1.750003,1.750005
-442.779305,4.381696,25.617963,1.309247,0.014326,1.750003,1.750005
-442.679313,4.407487,25.714599,1.310744,0.015599,1.750003,1.750005
-442.579320,4.433127,25.811273,1.312367,0.016873,1.750003,1.750005
-442.479327,4.458603,25.907988,1.314119,0.018147,1.750003,1.750005
-442.379335,4.483903,26.004745,1.315997,0.019422,1.750003,1.750005
-442.279342,4.509013,26.101547,1.318004,0.020698,1.750003,1.750005
-442.179349,4.533922,26.198396,1.320137,0.021974,1.750003,1.750005
-442.079356,4.558617,26.295296,1.322398,0.023251,1.750003,1.750005
-441.979364,4.583085,26.392248,1.324787,0.024529,1.750003,1.750005
-441.879371,4.607315,26.489254,1.327304,0.025807,1.750003,1.750005
-441.779378,4.631292,26.586318,1.329948,0.027086,1.750003,1.750005
-441.679386,4.655006,26.683442,1.332720,0.028365,1.750003,1.750005
-441.579393,4.678443,26.780627,1.335619,0.029645,1.750003,1.750005
-441.479400,4.701590,26.877877,1.338647,0.030924,1.750003,1.750005
-441.379407,4.724436,26.975194,1.341802,0.032204,1.750003,1.750005
-441.279415,4.746968,27.072580,1.345085,0.033483,1.750003,1.750005
-441.179422,4.769173,27.170038,1.348496,0.034763,1.750003,1.750005
-441.079429,4.791038,27.267570,1.352034,0.036041,1.750003,1.750005
-440.979437,4.812552,27.365179,1.355701,0.037319,1.750003,1.750005
-440.879444,4.833701,27.462867,1.359495,0.038596,1.750003,1.750005
-440.779451,4.854474,27.560636,1.363416,0.039871,1.750003,1.750005
-440.679458,4.874857,27.658488,1.367465,0.041145,1.750003,1.750005
-440.579466,4.894838,27.756428,1.371641,0.042417,1.750003,1.750005
-440.479473,4.914405,27.854455,1.375945,0.043686,1.750003,1.750005
-440.379480,4.933544,27.952574,1.380375,0.044952,1.750003,1.750005
-440.279488,4.952244,28.050787,1.384933,0.046216,1.750003,1.750005
-440.179495,4.970493,28.149095,1.389617,0.047475,1.750003,1.750005
-440.079502,4.988276,28.247502,1.394427,0.048730,1.750003,1.750005
-439.979509,5.005583,28.346010,1.399363,0.049980,1.750003,1.750005
-439.879517,5.022399,28.444620,1.404425,0.051225,1.750003,1.750005
-439.779524,5.038714,28.543337,1.409613,0.052464,1.750003,1.750005
-439.679531,5.054502,28.642084,1.414910,0.053214,1.750005,1.749997
-439.579539,5.069755,28.740852,1.420238,0.053418,1.750005,1.749997
-439.479546,5.084484,28.839721,1.425588,0.053627,1.750005,1.749997
-439.379553,5.098686,28.938689,1.430961,0.053842,1.750005,1.749997
-439.279560,5.112357,29.037750,1.436356,0.054062,1.750005,1.749997
-439.179568,5.125494,29.136901,1.441774,0.054288,1.750005,1.749997
-439.079575,5.138095,29.236136,1.447216,0.054519,1.750005,1.749997
-438.979582,5.150156,29.335451,1.452682,0.054755,1.750005,1.749997
-438.879590,5.161674,29.434843,1.458173,0.054997,1.750005,1.749997
-438.779597,5.172646,29.534306,1.463689,0.055244,1.750005,1.749997
-438.679604,5.183069,29.633835,1.469230,0.055497,1.750005,1.749997
-438.579611,5.192939,29.733428,1.474797,0.055755,1.750005,1.749997
-438.479619,5.202254,29.833078,1.480390,0.056018,1.750005,1.749997
-438.379626,5.211010,29.932782,1.486010,0.056286,1.750005,1.749997
-438.279633,5.219205,30.032536,1.491657,0.056559,1.750005,1.749997
-438.179641,5.226835,30.132334,1.497332,0.056838,1.750005,1.749997
-438.079648,5.233897,30.232173,1.503035,0.057122,1.750005,1.749997
-437.979655,5.240387,30.332047,1.508767,0.057410,1.750005,1.749997
-437.879662,5.246304,30.431953,1.514527,0.057704,1.750005,1.749997
-437.779670,5.251643,30.531886,1.520317,0.058002,1.750005,1.749997
-437.679677,5.256402,30.631842,1.526136,0.058306,1.750005,1.749997
-437.579684,5.260577,30.731816,1.531985,0.058614,1.750005,1.749997
-437.479692,5.264165,30.831804,1.537866,0.058927,1.750005,1.749997
-437.379699,5.267164,30.931801,1.543777,0.059244,1.750005,1.749997
-437.279706,5.269570,31.031803,1.549719,0.059567,1.750005,1.749997
-437.179713,5.271379,31.131806,1.555693,0.059893,1.750005,1.749997
-437.079721,5.272590,31.231805,1.561699,0.060225,1.750005,1.749997
-436.979728,5.273198,31.331795,1.567738,0.060561,1.750005,1.749997
-436.879735,5.273200,31.431772,1.573810,0.060901,1.750005,1.749997
-436.779743,5.272594,31.531732,1.579915,0.061245,1.750005,1.749997
-436.679750,5.271376,31.631671,1.586053,0.061594,1.750005,1.749997
-436.579757,5.269544,31.731583,1.592226,0.061946,1.750005,1.749997
-436.479764,5.267093,31.831465,1.598433,0.062303,1.750005,1.749997
-436.379772,5.264021,31.931312,1.604674,0.062664,1.750005,1.749997
-436.279779,5.260325,32.031119,1.610951,0.063028,1.750005,1.749997
-436.179786,5.256002,32.130883,1.617263,0.063396,1.750005,1.749997
-436.079794,5.251048,32.230598,1.623611,0.063768,1.750005,1.749997
-435.979801,5.245461,32.330261,1.629995,0.064143,1.750005,1.749997
-435.879808,5.239237,32.429866,1.636415,0.064522,1.750005,1.749997
-435.779815,5.232373,32.529410,1.642872,0.064903,1.750005,1.749997
-435.679823,5.224859,32.629015,1.649290,0.063531,1.749997,1.750003
-435.579830,5.216714,32.728560,1.655564,0.062090,1.749997,1.750003
-435.479837,5.207953,32.828040,1.661692,0.060642,1.749997,1.750003
-435.379845,5.198590,32.927457,1.667675,0.059186,1.749997,1.750003
-435.279852,5.188640,33.026812,1.673512,0.057726,1.749997,1.750003
-435.179859,5.178118,33.126105,1.679203,0.056260,1.749997,1.750003
-435.079866,5.167039,33.225338,1.684747,0.054791,1.749997,1.750003
-434.979874,5.155417,33.324511,1.690144,0.053318,1.749997,1.750003
-434.879881,5.143266,33.423626,1.695395,0.051843,1.749997,1.750003
-434.779888,5.130601,33.522684,1.700498,0.050366,1.749997,1.750003
-434.679896,5.117437,33.621685,1.705455,0.048887,1.749997,1.750003
-434.579903,5.103788,33.720631,1.710264,0.047408,1.749997,1.750003
-434.479910,5.089670,33.819522,1.714926,0.045928,1.749997,1.750003
-434.379917,5.075096,33.918360,1.719440,0.044448,1.749997,1.750003
-434.279925,5.060081,34.017146,1.723808,0.042969,1.749997,1.750003
-434.179932,5.044640,34.115880,1.728028,0.041490,1.749997,1.750003
-434.079939,5.028787,34.214563,1.732101,0.040013,1.749997,1.750003
-433.979947,5.012537,34.313198,1.736027,0.038537,1.749997,1.750003
-433.879954,4.995905,34.411784,1.739806,0.037062,1.749997,1.750003
-433.779961,4.978906,34.510322,1.743438,0.035590,1.749997,1.750003
-433.679968,4.961553,34.608814,1.746924,0.034119,1.749997,1.750003
-433.579976,4.943861,34.707261,1.750263,0.032650,1.749997,1.750003
-433.479983,4.925845,34.805663,1.753456,0.031184,1.749997,1.750003
-433.379990,4.907520,34.904022,1.756503,0.029719,1.749997,1.750003
-433.279998,4.888901,35.002338,1.759404,0.028257,1.749997,1.750003
-433.180005,4.870001,35.100614,1.762158,0.026797,1.749997,1.750003
-433.080012,4.850835,35.198848,1.764767,0.025339,1.749997,1.750003
-432.980019,4.831419,35.297043,1.767231,0.023883,1.749997,1.750003
-432.880027,4.811766,35.395200,1.769549,0.022429,1.749997,1.750003
-432.780034,4.791891,35.493319,1.771721,0.020977,1.749997,1.750003
-432.680041,4.771810,35.591402,1.773749,0.019526,1.749997,1.750003
-432.580049,4.751536,35.689450,1.775631,0.018078,1.749997,1.750003
-432.480056,4.731083,35.787463,1.777369,0.016630,1.749997,1.750003
-432.380063,4.710468,35.885442,1.778962,0.015184,1.749997,1.750003
-432.280070,4.689704,35.983389,1.780410,0.013739,1.749997,1.750003
-432.180078,4.668805,36.081305,1.781713,0.012295,1.749997,1.750003
-432.080085,4.647787,36.179191,1.782872,0.010852,1.749997,1.750003
-431.980092,4.626665,36.277046,1.783886,0.009409,1.749997,1.750003
-431.880100,4.605452,36.374874,1.784755,0.007966,1.749997,1.750003
-431.780107,4.584163,36.472674,1.785480,0.006531,1.750003,1.749998
-431.680114,4.562792,36.570527,1.786142,0.006674,1.750003,1.749998
-431.580121,4.541360,36.668354,1.786817,0.006816,1.750003,1.749998
-431.480129,4.519863,36.766154,1.787507,0.006958,1.750003,1.749998
-431.380136,4.498300,36.863928,1.788211,0.007100,1.750003,1.749998
-431.280143,4.476671,36.961674,1.788929,0.007243,1.750003,1.749998
-431.180151,4.454973,37.059394,1.789661,0.007385,1.750003,1.749998
-431.080158,4.433205,37.157087,1.790407,0.007527,1.750003,1.749998
-430.980165,4.411366,37.254753,1.791167,0.007669,1.750003,1.749998
-430.880172,4.389454,37.352392,1.791942,0.007812,1.750003,1.749998
-430.780180,4.367469,37.450004,1.792731,0.007954,1.750003,1.749998
-430.680187,4.345408,37.547589,1.793534,0.008096,1.750003,1.749998
-430.580194,4.323269,37.645146,1.794351,0.008238,1.750003,1.749998
-430.480202,4.301053,37.742676,1.795182,0.008380,1.750003,1.749998
-430.380209,4.278757,37.840179,1.796027,0.008522,1.750003,1.749998
-430.280216,4.256379,37.937655,1.796886,0.008664,1.750003,1.749998
-430.180223,4.233919,38.035103,1.797760,0.008806,1.750003,1.749998
-430.080231,4.211375,38.132524,1.798648,0.008948,1.750003,1.749998
-429.980238,4.188746,38.229917,1.799549,0.009090,1.750003,1.749998
-429.880245,4.166030,38.327282,1.800465,0.009232,1.750003,1.749998
-429.780253,4.143225,38.424620,1.801395,0.009374,1.750003,1.749998
-429.680260,4.120331,38.521930,1.802340,0.009515,1.750003,1.749998
-429.580267,4.097345,38.619212,1.803298,0.009657,1.750003,1.749998
-429.480274,4.074267,38.716466,1.804270,0.009798,1.750003,1.749998
-429.380282,4.051095,38.813692,1.805256,0.009940,1.750003,1.749998
-429.280289,4.027828,38.910890,1.806257,0.010081,1.750003,1.749998
-429.180296,4.004464,39.008060,1.807271,0.010222,1.750003,1.749998
-429.080304,3.981001,39.105202,1.808300,0.010363,1.750003,1.749998
-428.980311,3.957439,39.202316,1.809343,0.010504,1.750003,1.749998
-428.880318,3.933776,39.299401,1.810399,0.010645,1.750003,1.749998
-428.780325,3.910011,39.396458,1.811470,0.010786,1.750003,1.749998
-428.680333,3.886141,39.493487,1.812555,0.010926,1.750003,1.749998
-428.580340,3.862166,39.590487,1.813654,0.011067,1.750003,1.749998
-428.480347,3.838085,39.687458,1.814766,0.011207,1.750003,1.749998
-428.380355,3.813895,39.784401,1.815893,0.011347,1.750003,1.749998
-428.280362,3.789596,39.881316,1.817034,0.011487,1.750003,1.749998
-428.180369,3.765185,39.978201,1.818189,0.011627,1.750003,1.749998
-428.080376,3.740663,40.075058,1.819357,0.011766,1.750003,1.749998
-427.980384,3.716026,40.171886,1.820540,0.011906,1.750003,1.749998
-427.880391,3.691274,40.268684,1.821736,0.012045,1.750003,1.749998
-427.780398,3.666405,40.365454,1.822947,0.012184,1.750003,1.749998
-427.680406,3.641419,40.462195,1.824165,0.012133,1.749998,1.750001
-427.580413,3.616314,40.558908,1.825369,0.011973,1.749998,1.750001
-427.480420,3.591094,40.655592,1.826558,0.011813,1.749998,1.750001
-427.380427,3.565759,40.752249,1.827730,0.011652,1.749998,1.750001
-427.280435,3.540310,40.848878,1.828886,0.011492,1.749998,1.750001
-427.180442,3.514751,40.945480,1.830026,0.011331,1.749998,1.750001
-427.080449,3.489081,41.042056,1.831151,0.011171,1.749998,1.750001
-426.980457,3.463302,41.138605,1.832259,0.011010,1.749998,1.750001
-426.880464,3.437417,41.235130,1.833351,0.010849,1.749998,1.750001
-426.780471,3.411426,41.331629,1.834428,0.010689,1.749998,1.750001
-426.680478,3.385331,41.428104,1.835488,0.010528,1.749998,1.750001
-426.580486,3.359134,41.524555,1.836532,0.010367,1.749998,1.750001
-426.480493,3.332835,41.620982,1.837560,0.010206,1.749998,1.750001
-426.380500,3.306438,41.717386,1.838572,0.010045,1.749998,1.750001
-426.280508,3.279942,41.813767,1.839568,0.009884,1.749998,1.750001
-426.180515,3.253351,41.910127,1.840548,0.009724,1.749998,1.750001
-426.080522,3.226664,42.006465,1.841512,0.009563,1.749998,1.750001
-425.980529,3.199884,42.102781,1.842460,0.009402,1.749998,1.750001
-425.880537,3.173012,42.199077,1.843392,0.009241,1.749998,1.750001
-425.780544,3.146050,42.295352,1.844308,0.009080,1.749998,1.750001
-425.680551,3.119000,42.391608,1.845208,0.008919,1.749998,1.750001
-425.580559,3.091862,42.487845,1.846091,0.008758,1.749998,1.750001
-425.480566,3.064638,42.584063,1.846959,0.008597,1.749998,1.750001
-425.380573,3.037330,42.680262,1.847811,0.008436,1.749998,1.750001
-425.280580,3.009940,42.776443,1.848647,0.008276,1.749998,1.750001
-425.180588,2.982469,42.872608,1.849466,0.008115,1.749998,1.750001
-425.080595,2.954917,42.968755,1.850270,0.007954,1.749998,1.750001
-424.980602,2.927288,43.064886,1.851057,0.007793,1.749998,1.750001
-424.880610,2.899583,43.161000,1.851829,0.007632,1.749998,1.750001
-424.780617,2.871802,43.257100,1.852584,0.007471,1.749998,1.750001
-424.680624,2.843948,43.353184,1.853324,0.007311,1.749998,1.750001
-424.580631,2.816022,43.449254,1.854047,0.007150,1.749998,1.750001
-424.480639,2.788025,43.545310,1.854754,0.006989,1.749998,1.750001
-424.380646,2.759959,43.641352,1.855446,0.006829,1.749998,1.750001
-424.280653,2.731827,43.737381,1.856121,0.006668,1.749998,1.750001
