cone_type,X,Y,Z,std_X,std_Y,std_Z,right,left
big_orange,-1.9381602215422897,6.5260964562003805,0.0,0.0,0.0,0.0,0,1
big_orange,-1.8083767799014128,7.8196018710618125,0.0,0.0,0.0,0.0,0,1
big_orange,1.5583690598130904,6.316359058261883,0.0,0.0,0.0,0.0,1,0
big_orange,1.6881525014539667,7.609864473123314,0.0,0.0,0.0,0.0,1,0
blue,-1.7473839810432714,9.431315607004858,0.0,0.0,0.0,0.0,0,1
blue,-0.8835950240069611,13.58668486216971,0.0,0.0,0.0,0.0,0,1
blue,0.2241812284262695,17.50327560402902,0.0,0.0,0.0,0.0,0,1
blue,1.361385233930371,21.344530617909392,0.0,0.0,0.0,0.0,0,1
blue,2.44252653046511,25.15926275968727,0.0,0.0,0.0,0.0,0,1
blue,3.326777112609983,28.9163907332852,0.0,0.0,0.0,0.0,0,1
blue,3.491435577216967,32.35256320593322,0.0,0.0,0.0,0.0,0,1
blue,2.8710105263347967,36.115459365826844,0.0,0.0,0.0,0.0,0,1
blue,1.9635949828772568,39.96047366579491,0.0,0.0,0.0,0.0,0,1
blue,0.9004711791699654,43.76006372136649,0.0,0.0,0.0,0.0,0,1
blue,-0.2999758091597826,47.53538063503862,0.0,0.0,0.0,0.0,0,1
blue,-1.6381978012936242,51.21320331298101,0.0,0.0,0.0,0.0,0,1
blue,-3.2053578738811503,54.61584675169754,0.0,0.0,0.0,0.0,0,1
blue,-5.454447880053476,56.29699271875489,0.0,0.0,0.0,0.0,0,1
blue,-8.981856045107364,57.5135635546036,0.0,0.0,0.0,0.0,0,1
blue,-12.757543749624913,58.38622042784471,0.0,0.0,0.0,0.0,0,1
blue,-16.648846038520038,59.08350823518988,0.0,0.0,0.0,0.0,0,1
blue,-20.586431614396705,59.69439908629422,0.0,0.0,0.0,0.0,0,1
blue,-24.533355358799717,60.311212738000634,0.0,0.0,0.0,0.0,0,1
blue,-28.46377315436211,60.91743893124673,0.0,0.0,0.0,0.0,0,1
blue,-32.35765204923295,61.38714779317228,0.0,0.0,0.0,0.0,0,1
blue,-36.1791643720587,61.56785623462429,0.0,0.0,0.0,0.0,0,1
blue,-39.712506503553996,61.17091371255929,0.0,0.0,0.0,0.0,0,1
blue,-42.39371063818536,59.657707443627295,0.0,0.0,0.0,0.0,0,1
blue,-44.20820297500949,56.975405244631354,0.0,0.0,0.0,0.0,0,1
blue,-44.997107954895206,53.62255073721719,0.0,0.0,0.0,0.0,0,1
blue,-44.883357878659034,50.0286797429633,0.0,0.0,0.0,0.0,0,1
blue,-44.0492148026154,46.42494957942995,0.0,0.0,0.0,0.0,0,1
blue,-42.82339507693622,42.65918837745484,0.0,0.0,0.0,0.0,0,1
blue,-41.51686319922159,38.86548860911718,0.0,0.0,0.0,0.0,0,1
blue,-40.24669025222826,35.00507072437655,0.0,0.0,0.0,0.0,0,1
blue,-39.14072975494609,31.044354244341594,0.0,0.0,0.0,0.0,0,1
blue,-38.45158755940336,26.74863514175652,0.0,0.0,0.0,0.0,0,1
blue,-39.37843321267196,22.07978876518696,0.0,0.0,0.0,0.0,0,1
blue,-42.06528142540034,18.32350829588102,0.0,0.0,0.0,0.0,0,1
blue,-46.15830778893934,15.883773600876966,0.0,0.0,0.0,0.0,0,1
blue,-51.03274739250667,15.754972049476967,0.0,0.0,0.0,0.0,0,1
blue,-55.119921474397884,17.682280667818,0.0,0.0,0.0,0.0,0,1
blue,-58.520974905715214,20.16737912321583,0.0,0.0,0.0,0.0,0,1
blue,-61.63958236581018,22.88982123195279,0.0,0.0,0.0,0.0,0,1
blue,-64.55478022509945,25.83232813259102,0.0,0.0,0.0,0.0,0,1
blue,-67.24391181189145,29.04664154526773,0.0,0.0,0.0,0.0,0,1
blue,-69.55428108396204,32.714847875968665,0.0,0.0,0.0,0.0,0,1
blue,-70.59202741975902,37.38620100645187,0.0,0.0,0.0,0.0,0,1
blue,-69.527344834224,41.802794989868744,0.0,0.0,0.0,0.0,0,1
blue,-67.77384544630176,45.585094819703144,0.0,0.0,0.0,0.0,0,1
blue,-66.10530191477368,49.09008148219528,0.0,0.0,0.0,0.0,0,1
blue,-65.26106421530723,52.33237718162964,0.0,0.0,0.0,0.0,0,1
blue,-65.69678388257667,55.87060373980692,0.0,0.0,0.0,0.0,0,1
blue,-66.73074227846182,59.46404520880098,0.0,0.0,0.0,0.0,0,1
blue,-68.30062805848874,62.79288109386469,0.0,0.0,0.0,0.0,0,1
blue,-70.4332518788104,65.4174254058731,0.0,0.0,0.0,0.0,0,1
blue,-73.16752270019276,66.51606138779472,0.0,0.0,0.0,0.0,0,1
blue,-76.73796492946633,66.46181011408632,0.0,0.0,0.0,0.0,0,1
blue,-80.41540144189479,65.729403272092,0.0,0.0,0.0,0.0,0,1
blue,-83.9640314372663,64.49437034858332,0.0,0.0,0.0,0.0,0,1
blue,-87.08271826388173,62.71106823732862,0.0,0.0,0.0,0.0,0,1
blue,-89.69654805167048,60.29802705063076,0.0,0.0,0.0,0.0,0,1
blue,-91.47579639647212,57.35355280528265,0.0,0.0,0.0,0.0,0,1
blue,-92.22788150009477,54.01638793666288,0.0,0.0,0.0,0.0,0,1
blue,-92.10278063797809,50.324075547735326,0.0,0.0,0.0,0.0,0,1
blue,-91.48685246668872,46.571396168040955,0.0,0.0,0.0,0.0,0,1
blue,-90.48624617847433,42.87084200659995,0.0,0.0,0.0,0.0,0,1
blue,-89.1499280380921,39.24724986347154,0.0,0.0,0.0,0.0,0,1
blue,-87.52617728810544,35.75917941485765,0.0,0.0,0.0,0.0,0,1
blue,-85.62139270531173,32.38497378835318,0.0,0.0,0.0,0.0,0,1
blue,-83.44181199022063,29.31020623821913,0.0,0.0,0.0,0.0,0,1
blue,-80.92800354624595,26.327276498494566,0.0,0.0,0.0,0.0,0,1
blue,-78.25106143528708,23.410485716727482,0.0,0.0,0.0,0.0,0,1
blue,-75.49155603591353,20.531083476763705,0.0,0.0,0.0,0.0,0,1
blue,-72.69574905662445,17.65927672183516,0.0,0.0,0.0,0.0,0,1
blue,-69.89780104613136,14.761030372603111,0.0,0.0,0.0,0.0,0,1
blue,-67.13084507352086,11.786841447846042,0.0,0.0,0.0,0.0,0,1
blue,-64.44786138352936,8.649974018042428,0.0,0.0,0.0,0.0,0,1
blue,-62.00861173086199,5.167921944509386,0.0,0.0,0.0,0.0,0,1
blue,-60.21840756544539,1.2719627379006857,0.0,0.0,0.0,0.0,0,1
blue,-59.251033174850676,-3.069179602325363,0.0,0.0,0.0,0.0,0,1
blue,-59.89802677430085,-7.751164473329946,0.0,0.0,0.0,0.0,0,1
blue,-62.67195338348089,-11.64750062383714,0.0,0.0,0.0,0.0,0,1
blue,-65.82916859619377,-14.123885642322998,0.0,0.0,0.0,0.0,0,1
blue,-68.53483655866044,-16.776155607703185,0.0,0.0,0.0,0.0,0,1
blue,-70.87270478527843,-19.72464293031345,0.0,0.0,0.0,0.0,0,1
blue,-72.62615845069587,-22.895710107472283,0.0,0.0,0.0,0.0,0,1
blue,-73.55395800879349,-26.3469095797802,0.0,0.0,0.0,0.0,0,1
blue,-73.6301575193513,-29.840103964090137,0.0,0.0,0.0,0.0,0,1
blue,-72.56823169722311,-32.756906108569204,0.0,0.0,0.0,0.0,0,1
blue,-70.06045766679352,-34.737131175351124,0.0,0.0,0.0,0.0,0,1
blue,-66.67041258929989,-36.20962958671562,0.0,0.0,0.0,0.0,0,1
blue,-63.02986116917411,-37.2062550294569,0.0,0.0,0.0,0.0,0,1
blue,-59.33979165407653,-37.66919653606636,0.0,0.0,0.0,0.0,0,1
blue,-56.00993179479054,-37.330015118470925,0.0,0.0,0.0,0.0,0,1
blue,-52.90315883816765,-35.70357932305677,0.0,0.0,0.0,0.0,0,1
blue,-49.78177486691374,-33.3874015281235,0.0,0.0,0.0,0.0,0,1
blue,-46.44815277101256,-30.9330923487499,0.0,0.0,0.0,0.0,0,1
blue,-42.37486295309503,-28.949065538236056,0.0,0.0,0.0,0.0,0,1
blue,-37.84629415021545,-28.545341284703863,0.0,0.0,0.0,0.0,0,1
blue,-33.591506338456824,-29.234366535330402,0.0,0.0,0.0,0.0,0,1
blue,-29.65885196147129,-30.342270061178994,0.0,0.0,0.0,0.0,0,1
blue,-25.909293713799695,-31.366379413019366,0.0,0.0,0.0,0.0,0,1
blue,-21.715578175949506,-33.283921637634435,0.0,0.0,0.0,0.0,0,1
blue,-18.564045972706058,-35.27183688115465,0.0,0.0,0.0,0.0,0,1
blue,-15.307590151089196,-36.130086917316916,0.0,0.0,0.0,0.0,0,1
blue,-11.750953830944233,-36.0204728893603,0.0,0.0,0.0,0.0,0,1
blue,-7.834033097838864,-35.36176905338575,0.0,0.0,0.0,0.0,0,1
blue,-4.321826479705815,-34.43721074956687,0.0,0.0,0.0,0.0,0,1
blue,-2.660992048083861,-32.71267719072792,0.0,0.0,0.0,0.0,0,1
blue,-1.9370711087056802,-29.12201153935208,0.0,0.0,0.0,0.0,0,1
blue,-1.3686302323401374,-25.237459825871863,0.0,0.0,0.0,0.0,0,1
blue,-1.0872059435789012,-21.37224392433749,0.0,0.0,0.0,0.0,0,1
