# x,y,right_width,left_width
-8.630982459158063946e+00,2.411161740139150567e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.060126071854397800e+01,2.400479201819142361e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.250251066747672013e+01,2.347691256832822404e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.424583197143173763e+01,2.255266210818162520e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.574970886379856871e+01,2.127525756203748841e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.694382173252925128e+01,1.970442894674032175e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.777233518704307258e+01,1.791362646249081436e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.819650885903353199e+01,1.598658604311846965e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.819650885903353199e+01,1.401341395688153213e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.777233518704307258e+01,1.208637353750918209e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.694382173252925128e+01,1.029557105325967470e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.574970886379856694e+01,8.724742437962511588e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.424583197143174118e+01,7.447337891818374800e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.250251066747672013e+01,6.523087431671777736e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.060126071854397800e+01,5.995207981808574615e+00,1.500000000000000000e+00,1.500000000000000000e+00
-8.630982459158063946e+00,5.888382598608494334e+00,1.500000000000000000e+00,1.500000000000000000e+00
-6.683803910920858016e+00,6.207606318262090639e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.850772978614413589e+00,6.937952594430042197e+00,1.500000000000000000e+00,1.500000000000000000e+00
-3.217600151365820338e+00,8.045271246960318479e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.860650775435998661e+00,9.477785286356894545e+00,1.500000000000000000e+00,1.500000000000000000e+00
-8.433742955025191890e-01,1.116851194826258187e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.133374291454597227e-01,1.303839473307440322e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.499999999999999822e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.300000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.700000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.900000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.100000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.300000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
