x,y,right_width,left_width
-8.002619014841687317e+01,8.138201137987395306e-01,1.750000086081949346e+00,1.750000086081940243e+00
-7.698393435076219760e+01,-1.796550157821321214e+00,1.750000429510375932e+00,1.750000429510376154e+00
-7.397001415570937866e+01,-4.440501688795727375e+00,1.749999844233649515e+00,1.749999844233640411e+00
-7.088919478894607096e+01,-6.994152407433928964e+00,1.749999288929412034e+00,1.749999288929403152e+00
-6.762219806883422279e+01,-9.304056133396608530e+00,1.750000576378962780e+00,1.750000576378962114e+00
-6.401961307419905722e+01,-1.103164397404825969e+01,1.750000332543947268e+00,1.750000332543947268e+00
-6.018997240728095477e+01,-1.214414638615475006e+01,1.749998799087140400e+00,1.749998799087140400e+00
-5.621233419094884454e+01,-1.247353342644817964e+01,1.749999821211591255e+00,1.749999821211591255e+00
-5.225743575047896172e+01,-1.196187468178261781e+01,1.750000847870144316e+00,1.750000847870145870e+00
-4.853653191018719326e+01,-1.052606584194905182e+01,1.750000175725679563e+00,1.750000175725679563e+00
-4.512869461790518244e+01,-8.429735933606853138e+00,1.750000679117701852e+00,1.750000679117706293e+00
-4.184108709927694747e+01,-6.136988400663099696e+00,1.749999595723664481e+00,1.749999595723660262e+00
-3.850005468425140975e+01,-3.912257138424455327e+00,1.750000576516542283e+00,1.750000576516542727e+00
-3.488394690447391611e+01,-2.217698248618598988e+00,1.749998357261483450e+00,1.749998357261486115e+00
-3.104731177422133470e+01,-1.341333079883157531e+00,1.750001175677260656e+00,1.750001175677260434e+00
-2.706629928369265059e+01,-1.804696365353068765e+00,1.750001296448969734e+00,1.750001296448969956e+00
-2.322862660013905867e+01,-2.897034061739507393e+00,1.749999917076715095e+00,1.749999917076713984e+00
-1.949501914397524160e+01,-4.317726658144223961e+00,1.750001074748789964e+00,1.750001074748789298e+00
-1.574528938437881820e+01,-5.762750744786016455e+00,1.749999649946867075e+00,1.749999649946865743e+00
-1.195126152376960249e+01,-7.040468995773302652e+00,1.749999049400859041e+00,1.749999049400858153e+00
-8.017182315732700459e+00,-7.821464694243328353e+00,1.750001123274115944e+00,1.750001123274116832e+00
-4.267070167384345858e+00,-6.834744742274470042e+00,1.750001998566756756e+00,1.750001998566756978e+00
-1.672383359574046047e+00,-3.829539622885989480e+00,1.750004402382979496e+00,1.750004402382979718e+00
-1.020309224244700941e-01,-1.534470355647963580e-01,1.749997950150590009e+00,1.749997950150590009e+00
7.968590940715989390e-01,3.752791795267652830e+00,1.750002036239639791e+00,1.750002036239639791e+00
1.003664187119041706e+00,6.170663634619447002e+00,1.726328125000002434e+00,1.726328125000002212e+00
1.152599994303257214e+00,7.462103964382452048e+00,1.726328125000002212e+00,1.726328125000002212e+00
